plugin,package,NOF_num,NOF_total,NSF_num,NSF_total,NOM_num,NOM_total,NSM_num,NSM_total,NOI,NOT,TLOC,pre,post,NOF_max,NSF_max,NOM_max,NSM_max,NOF_avg,NSF_avg,NOM_avg,NSM_avg
org.apache.lucene,org.apache.lucene.demo.html,7,40,7,15,7,74,7,7,1,7,2766,0.0,0.0,14,8,47,3,5.714285714285714,2.142857142857143,10.571428571428571,1.0
org.eclipse.ant.core,org.eclipse.ant.core,9,35,9,15,9,102,9,3,0,9,2055,0.0,27.0,14,14,55,2,3.888888888888889,1.6666666666666667,11.333333333333334,0.3333333333333333
org.eclipse.ant.core,org.eclipse.ant.internal.core,3,5,3,5,3,11,3,1,1,3,249,0.0,16.0,4,3,7,1,1.6666666666666667,1.6666666666666667,3.6666666666666665,0.3333333333333333
org.eclipse.ant.core,org.eclipse.ant.internal.core.ant,5,13,5,2,5,70,5,1,0,5,776,0.0,0.0,8,2,41,1,2.6,0.4,14.0,0.2
org.eclipse.compare,org.eclipse.compare,15,73,15,16,15,161,15,17,8,15,3634,0.0,0.0,31,8,39,14,4.866666666666666,1.0666666666666667,10.733333333333333,1.1333333333333333
org.eclipse.compare,org.eclipse.compare.contentmergeviewer,10,155,10,20,10,248,10,9,3,10,5533,0.0,0.0,87,14,151,8,15.5,2.0,24.8,0.9
org.eclipse.compare,org.eclipse.compare.internal,60,184,60,72,60,385,60,75,6,60,7388,0.0,0.0,21,28,42,30,3.066666666666667,1.2,6.416666666666667,1.25
org.eclipse.compare,org.eclipse.compare.internal.patch,12,63,12,14,12,125,12,5,0,12,3034,0.0,0.0,16,5,30,2,5.25,1.1666666666666667,10.416666666666666,0.4166666666666667
org.eclipse.compare,org.eclipse.compare.rangedifferencer,4,12,4,12,4,19,4,13,1,4,946,0.0,0.0,7,7,11,13,3.0,3.0,4.75,3.25
org.eclipse.compare,org.eclipse.compare.structuremergeviewer,12,46,12,12,12,134,12,1,6,12,2972,0.0,0.0,13,10,41,1,3.8333333333333335,1.0,11.166666666666666,0.08333333333333333
org.eclipse.core.boot,org.eclipse.core.boot,1,0,1,22,1,0,1,23,5,1,1170,0.0,0.0,0,22,0,23,0.0,22.0,0.0,23.0
org.eclipse.core.boot,org.eclipse.core.internal.boot,23,137,23,229,23,288,23,88,1,23,6401,0.0,0.0,58,85,119,44,5.956521739130435,9.956521739130435,12.521739130434783,3.8260869565217392
org.eclipse.core.resources,org.eclipse.core.internal.dtree,15,23,15,14,15,183,15,17,2,15,3632,0.0,0.0,4,6,45,8,1.5333333333333334,0.9333333333333333,12.2,1.1333333333333333
org.eclipse.core.resources,org.eclipse.core.internal.events,19,88,19,30,19,187,19,27,1,19,3211,2.0,10.0,16,12,41,18,4.631578947368421,1.5789473684210527,9.842105263157896,1.4210526315789473
org.eclipse.core.resources,org.eclipse.core.internal.indexing,37,109,37,151,37,393,37,32,2,37,6003,0.0,0.0,15,39,56,5,2.945945945945946,4.081081081081081,10.621621621621621,0.8648648648648649
org.eclipse.core.resources,org.eclipse.core.internal.localstore,22,69,22,21,22,220,22,24,3,22,4020,1.0,13.0,10,9,32,20,3.1363636363636362,0.9545454545454546,10.0,1.0909090909090908
org.eclipse.core.resources,org.eclipse.core.internal.properties,8,14,8,7,8,85,8,1,1,8,1254,0.0,0.0,5,6,30,1,1.75,0.875,10.625,0.125
org.eclipse.core.resources,org.eclipse.core.internal.resources,70,217,70,125,70,938,70,23,5,70,16236,7.0,25.0,30,23,103,4,3.1,1.7857142857142858,13.4,0.32857142857142857
org.eclipse.core.resources,org.eclipse.core.internal.utils,11,10,11,75,11,51,11,30,0,11,1364,0.0,0.0,3,41,19,10,0.9090909090909091,6.818181818181818,4.636363636363637,2.727272727272727
org.eclipse.core.resources,org.eclipse.core.internal.watson,11,35,11,10,11,90,11,4,7,11,2389,0.0,0.0,7,3,40,2,3.1818181818181817,0.9090909090909091,8.181818181818182,0.36363636363636365
org.eclipse.core.resources,org.eclipse.core.resources,4,4,4,23,4,14,4,4,33,4,9856,87.0,4.0,3,20,8,4,1.0,5.75,3.5,1.0
org.eclipse.core.resources,org.eclipse.core.resources.ant,4,10,4,8,4,15,4,5,0,4,473,0.0,0.0,4,3,8,5,2.5,2.0,3.75,1.25
org.eclipse.core.resources,org.eclipse.core.resources.team,1,0,1,0,1,2,1,0,2,1,934,0.0,0.0,0,0,2,0,0.0,0.0,2.0,0.0
org.eclipse.core.runtime,org.eclipse.core.internal.plugins,23,72,23,122,23,326,23,17,2,23,7412,0.0,0.0,22,87,68,7,3.130434782608696,5.304347826086956,14.173913043478262,0.7391304347826086
org.eclipse.core.runtime,org.eclipse.core.internal.runtime,19,38,19,98,19,92,19,110,0,19,4170,1.0,10.0,10,58,20,58,2.0,5.157894736842105,4.842105263157895,5.7894736842105265
org.eclipse.core.runtime,org.eclipse.core.runtime,16,44,16,35,16,182,16,26,18,16,7108,45.0,0.0,10,10,48,20,2.75,2.1875,11.375,1.625
org.eclipse.core.runtime,org.eclipse.core.runtime.model,13,47,13,13,13,136,13,0,0,13,2065,0.0,0.0,9,5,21,0,3.6153846153846154,1.0,10.461538461538462,0.0
org.eclipse.debug.core,org.eclipse.debug.core,7,32,7,31,7,66,7,9,18,7,3841,0.0,49.0,17,16,27,9,4.571428571428571,4.428571428571429,9.428571428571429,1.2857142857142858
org.eclipse.debug.core,org.eclipse.debug.core.model,2,1,2,0,2,26,2,0,26,2,2392,0.0,0.0,1,0,23,0,0.5,0.0,13.0,0.0
org.eclipse.debug.core,org.eclipse.debug.internal.core,26,126,26,19,26,338,26,2,0,26,5487,0.0,39.0,24,6,76,1,4.846153846153846,0.7307692307692307,13.0,0.07692307692307693
org.eclipse.debug.ui,org.eclipse.debug.internal.ui,18,18,18,21,18,103,18,40,3,18,2904,0.0,19.0,4,13,19,23,1.0,1.1666666666666667,5.722222222222222,2.2222222222222223
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.actions,56,29,56,2,56,243,56,7,0,56,4011,0.0,28.0,7,2,16,5,0.5178571428571429,0.03571428571428571,4.339285714285714,0.125
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.launchConfigurations,28,78,28,33,28,384,28,6,1,28,6623,19.0,21.0,23,14,117,2,2.7857142857142856,1.1785714285714286,13.714285714285714,0.21428571428571427
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.preferences,20,61,20,7,20,159,20,4,1,20,2725,9.0,9.0,17,4,40,2,3.05,0.35,7.95,0.2
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views,4,4,4,2,4,28,4,1,1,4,447,0.0,0.0,2,2,20,1,1.0,0.5,7.0,0.25
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.breakpoints,4,2,4,0,4,22,4,0,0,4,402,0.0,9.0,1,0,9,0,0.5,0.0,5.5,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.console,24,71,24,7,24,197,24,1,0,24,3528,0.0,3.0,29,2,43,1,2.9583333333333335,0.2916666666666667,8.208333333333334,0.041666666666666664
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.expression,3,0,3,0,3,21,3,0,0,3,370,0.0,0.0,0,0,9,0,0.0,0.0,7.0,0.0
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.launch,8,32,8,2,8,123,8,2,0,8,2227,1.0,2.0,15,2,63,2,4.0,0.25,15.375,0.25
org.eclipse.debug.ui,org.eclipse.debug.internal.ui.views.variables,8,30,8,5,8,134,8,0,0,8,1834,1.0,1.0,21,5,76,0,3.75,0.625,16.75,0.0
org.eclipse.debug.ui,org.eclipse.debug.ui,9,30,9,2,9,181,9,18,9,9,4527,1.0,32.0,14,2,66,18,3.3333333333333335,0.2222222222222222,20.11111111111111,2.0
org.eclipse.debug.ui,org.eclipse.debug.ui.actions,7,9,7,0,7,53,7,0,0,7,963,1.0,13.0,4,0,23,0,1.2857142857142858,0.0,7.571428571428571,0.0
org.eclipse.debug.ui,org.eclipse.debug.ui.console,2,7,2,0,2,9,2,0,4,2,497,0.0,0.0,5,0,6,0,3.5,0.0,4.5,0.0
org.eclipse.help,org.eclipse.help,0,0,0,0,0,0,0,0,6,0,433,0.0,0.0,0,0,0,0,,,,
org.eclipse.help,org.eclipse.help.browser,0,0,0,0,0,0,0,0,2,0,100,0.0,0.0,0,0,0,0,,,,
org.eclipse.help,org.eclipse.help.internal,5,11,5,26,5,31,5,23,0,5,1036,0.0,0.0,10,15,18,16,2.2,5.2,6.2,4.6
org.eclipse.help,org.eclipse.help.internal.browser,10,42,10,5,10,61,10,3,0,10,1088,0.0,0.0,13,2,17,2,4.2,0.5,6.1,0.3
org.eclipse.help,org.eclipse.help.internal.browser.macosx,2,0,2,1,2,9,2,1,0,2,124,0.0,0.0,0,1,7,1,0.0,0.5,4.5,0.5
org.eclipse.help,org.eclipse.help.internal.context,9,22,9,10,9,45,9,0,0,9,781,0.0,0.0,5,9,9,0,2.4444444444444446,1.1111111111111112,5.0,0.0
org.eclipse.help,org.eclipse.help.internal.protocols,5,8,5,2,5,19,5,1,0,5,417,0.0,0.0,5,1,10,1,1.6,0.4,3.8,0.2
org.eclipse.help,org.eclipse.help.internal.search,23,99,23,24,23,132,23,8,2,23,3335,0.0,0.0,20,9,19,7,4.304347826086956,1.0434782608695652,5.739130434782608,0.34782608695652173
org.eclipse.help,org.eclipse.help.internal.standalone,7,15,7,23,7,34,7,19,0,7,1168,0.0,0.0,6,13,13,15,2.142857142857143,3.2857142857142856,4.857142857142857,2.7142857142857144
org.eclipse.help,org.eclipse.help.internal.toc,11,36,11,2,11,68,11,4,1,11,1306,0.0,0.0,9,1,12,4,3.272727272727273,0.18181818181818182,6.181818181818182,0.36363636363636365
org.eclipse.help,org.eclipse.help.internal.util,8,12,8,8,8,17,8,41,1,8,1237,0.0,0.0,6,3,6,21,1.5,1.0,2.125,5.125
org.eclipse.help,org.eclipse.help.internal.workingset,10,26,10,8,10,71,10,0,1,10,1279,0.0,0.0,6,6,21,0,2.6,0.8,7.1,0.0
org.eclipse.help,org.eclipse.help.standalone,2,2,2,0,2,8,2,2,0,2,260,0.0,0.0,1,0,6,1,1.0,0.0,4.0,1.0
org.eclipse.help.appserver,org.eclipse.help.internal.appserver,4,7,4,7,4,13,4,15,1,4,699,0.0,2.0,5,6,7,8,1.75,1.75,3.25,3.75
org.eclipse.help.ui,org.eclipse.help.ui.browser,1,1,1,0,1,5,1,0,0,1,96,0.0,0.0,1,0,5,0,1.0,0.0,5.0,0.0
org.eclipse.help.ui,org.eclipse.help.ui.internal,11,28,11,15,11,117,11,7,2,11,1720,0.0,10.0,10,6,28,3,2.5454545454545454,1.3636363636363635,10.636363636363637,0.6363636363636364
org.eclipse.help.ui,org.eclipse.help.ui.internal.browser,3,5,3,0,3,19,3,0,0,3,351,0.0,0.0,4,0,10,0,1.6666666666666667,0.0,6.333333333333333,0.0
org.eclipse.help.ui,org.eclipse.help.ui.internal.search,4,12,4,6,4,31,4,0,0,4,733,0.0,0.0,7,4,12,0,3.0,1.5,7.75,0.0
org.eclipse.help.ui,org.eclipse.help.ui.internal.util,5,0,5,5,5,4,5,22,0,5,518,0.0,0.0,0,2,3,8,0.0,1.0,0.8,4.4
org.eclipse.help.ui,org.eclipse.help.ui.internal.workingset,5,9,5,3,5,46,5,0,0,5,834,0.0,0.0,6,3,18,0,1.8,0.6,9.2,0.0
org.eclipse.help.ui.win32,org.eclipse.help.ui.internal.browser.win32,12,38,12,55,12,71,12,6,2,12,1676,0.0,0.0,18,29,24,4,3.1666666666666665,4.583333333333333,5.916666666666667,0.5
org.eclipse.help.webapp,org.eclipse.help.internal.webapp,2,0,2,3,2,0,2,6,0,2,183,0.0,0.0,0,2,0,3,0.0,1.5,0.0,3.0
org.eclipse.help.webapp,org.eclipse.help.internal.webapp.data,15,38,15,16,15,110,15,18,0,15,2098,0.0,0.0,6,5,18,14,2.533333333333333,1.0666666666666667,7.333333333333333,1.2
org.eclipse.help.webapp,org.eclipse.help.internal.webapp.servlet,14,14,14,17,14,53,14,3,1,14,1502,0.0,0.0,3,7,9,1,1.0,1.2142857142857142,3.7857142857142856,0.21428571428571427
org.eclipse.jdt.core,org.eclipse.jdt.core,16,49,16,164,16,74,16,139,40,16,15383,0.0,0.0,18,95,18,49,3.0625,10.25,4.625,8.6875
org.eclipse.jdt.core,org.eclipse.jdt.core.compiler,2,0,2,2,2,0,2,47,3,2,3461,0.0,0.0,0,2,0,47,0.0,1.0,0.0,23.5
org.eclipse.jdt.core,org.eclipse.jdt.core.dom,91,202,91,195,91,1313,91,37,5,91,26702,0.0,0.0,12,66,126,11,2.21978021978022,2.142857142857143,14.428571428571429,0.4065934065934066
org.eclipse.jdt.core,org.eclipse.jdt.core.eval,0,0,0,0,0,0,0,0,3,0,557,0.0,0.0,0,0,0,0,,,,
org.eclipse.jdt.core,org.eclipse.jdt.core.jdom,2,0,2,0,2,17,2,0,10,2,1300,0.0,0.0,0,0,17,0,0.0,0.0,8.5,0.0
org.eclipse.jdt.core,org.eclipse.jdt.core.search,1,1,1,1,1,12,1,8,5,1,1228,0.0,0.0,1,1,12,8,1.0,1.0,12.0,8.0
org.eclipse.jdt.core,org.eclipse.jdt.core.util,5,1,5,10,5,208,5,1,22,5,3804,0.0,0.0,1,6,205,1,0.2,2.0,41.6,0.2
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist,2,39,2,16,2,81,2,0,4,2,4490,0.0,0.0,26,15,68,0,19.5,8.0,40.5,0.0
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete,31,41,31,59,31,232,31,0,1,31,4861,0.0,0.0,8,51,98,0,1.3225806451612903,1.903225806451613,7.483870967741935,0.0
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl,3,26,3,20,3,81,3,0,1,3,1544,0.0,0.0,11,12,73,0,8.666666666666666,6.666666666666667,27.0,0.0
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select,18,7,18,2,18,68,18,0,0,18,1771,0.0,0.0,3,2,34,0,0.3888888888888889,0.1111111111111111,3.7777777777777777,0.0
