plugin,package,NOCU,NOT_total,NOT_max,NOT_avg,NOI_total,NOI_max,NOI_avg,TLOC_total,TLOC_max,TLOC_avg,ACD_total,ACD_max,ACD_avg,NSM_total,NSM_max,NSM_avg,NSF_total,NSF_max,NSF_avg,NOM_total,NOM_max,NOM_avg,NOF_total,NOF_max,NOF_avg,MLOC_total,NBD_total,PAR_total,VG_total,FOUT_total,pre,post,MLOC_max,NBD_max,PAR_max,VG_max,FOUT_max,MLOC_avg,NBD_avg,PAR_avg,VG_avg,FOUT_avg
org.eclipse.jdt.core,org.eclipse.jdt.core,64,20,1,0.3125,44,1,0.6875,5949,1405,92.953125,7,5,0.109375,217,70,3.390625,333,165,5.203125,736,74,11.5,442,165,6.90625,4225,-168,1150,1564,815,90.0,21.0,168,7,13,39,30,5.740489130434782,-0.22826086956521738,1.5625,2.125,1.107336956521739
org.eclipse.jdt.core,org.eclipse.jdt.core.compiler,9,6,1,0.6666666666666666,3,1,0.3333333333333333,1984,1142,220.44444444444446,0,0,0.0,63,63,7.0,22,16,2.4444444444444446,117,63,13.0,656,518,72.88888888888889,947,26,201,438,72,0.0,0.0,86,4,7,37,10,8.094017094017094,0.2222222222222222,1.7179487179487178,3.7435897435897436,0.6153846153846154
org.eclipse.jdt.core,org.eclipse.jdt.core.dom,132,123,1,0.9318181818181818,9,1,0.06818181818181818,26252,4702,198.87878787878788,4,2,0.030303030303030304,138,12,1.0454545454545454,477,94,3.6136363636363638,2698,170,20.439393939393938,805,102,6.098484848484849,22827,1529,2406,6712,6053,66.0,8.0,285,9,9,103,48,8.460711638250556,0.566716085989622,0.8917716827279466,2.4877687175685694,2.24351371386212
org.eclipse.jdt.core,org.eclipse.jdt.core.dom.rewrite,5,4,1,0.8,1,1,0.2,1012,559,202.4,1,1,0.2,8,7,1.6,2,2,0.4,94,42,18.8,22,15,4.4,903,73,136,274,326,0.0,0.0,55,4,6,16,29,9.606382978723405,0.776595744680851,1.446808510638298,2.9148936170212765,3.4680851063829787
org.eclipse.jdt.core,org.eclipse.jdt.core.eval,3,0,0,0.0,3,1,1.0,97,74,32.333333333333336,0,0,0.0,0,0,0.0,10,10,3.3333333333333335,24,19,8.0,10,10,3.3333333333333335,24,-24,52,24,0,0.0,0.0,1,-1,9,1,0,1.0,-1.0,2.1666666666666665,1.0,0.0
org.eclipse.jdt.core,org.eclipse.jdt.core.formatter,4,4,1,1.0,0,0,0.0,932,444,233.0,0,0,0.0,22,12,5.5,271,263,67.75,32,13,8.0,280,263,70.0,593,39,61,170,112,0.0,21.0,76,3,6,19,16,18.53125,1.21875,1.90625,5.3125,3.5
org.eclipse.jdt.core,org.eclipse.jdt.core.jdom,12,2,1,0.16666666666666666,10,1,0.8333333333333334,226,83,18.833333333333332,0,0,0.0,0,0,0.0,8,7,0.6666666666666666,115,19,9.583333333333334,9,7,0.75,178,-87,60,123,26,0.0,0.0,6,1,2,2,2,1.5478260869565217,-0.7565217391304347,0.5217391304347826,1.0695652173913044,0.22608695652173913
org.eclipse.jdt.core,org.eclipse.jdt.core.search,24,19,1,0.7916666666666666,5,1,0.20833333333333334,1842,1170,76.75,0,0,0.0,25,14,1.0416666666666667,12,10,0.5,137,29,5.708333333333333,69,28,2.875,1401,12,291,471,165,22.0,12.0,330,5,10,109,30,10.226277372262773,0.08759124087591241,2.124087591240876,3.437956204379562,1.2043795620437956
org.eclipse.jdt.core,org.eclipse.jdt.core.util,44,5,1,0.11363636363636363,39,1,0.8863636363636364,1576,445,35.81818181818182,0,0,0.0,3,3,0.06818181818181818,25,9,0.5681818181818182,597,205,13.568181818181818,311,204,7.068181818181818,824,-385,601,601,3,0.0,0.0,9,1,6,3,2,1.3802345058626466,-0.644891122278057,1.0067001675041876,1.0067001675041876,0.005025125628140704
org.eclipse.jdt.core,org.eclipse.jdt.internal.antadapter,1,1,1,1.0,0,0,0.0,35,35,35.0,0,0,0.0,2,2,2.0,2,2,2.0,3,3,3.0,2,2,2.0,20,2,3,5,3,0.0,0.0,10,1,2,2,2,6.666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.0
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist,9,5,1,0.5555555555555556,4,1,0.4444444444444444,7436,5758,826.2222222222222,4,3,0.4444444444444444,3,3,0.3333333333333333,41,28,4.555555555555555,159,102,17.666666666666668,144,64,16.0,5793,322,475,1964,1579,32.0,8.0,510,11,15,160,82,36.43396226415094,2.0251572327044025,2.9874213836477987,12.352201257861635,9.930817610062894
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete,45,43,1,0.9555555555555556,2,1,0.044444444444444446,6649,3219,147.75555555555556,0,0,0.0,0,0,0.0,89,64,1.9777777777777779,476,163,10.577777777777778,172,75,3.8222222222222224,6031,306,555,1911,870,44.0,0.0,583,9,6,238,23,12.670168067226891,0.6428571428571429,1.165966386554622,4.014705882352941,1.8277310924369747
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl,4,3,1,0.75,1,1,0.25,1784,1273,446.0,0,0,0.0,2,2,0.5,28,16,7.0,109,93,27.25,108,42,27.0,1522,76,83,427,266,1.0,54.0,139,6,5,43,10,13.963302752293577,0.6972477064220184,0.7614678899082569,3.9174311926605503,2.4403669724770642
org.eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select,23,23,1,1.0,0,0,0.0,1820,977,79.1304347826087,2,2,0.08695652173913043,0,0,0.0,6,5,0.2608695652173913,127,48,5.521739130434782,16,7,0.6956521739130435,1521,115,177,394,314,10.0,12.0,51,5,6,14,12,11.976377952755906,0.905511811023622,1.3937007874015748,3.1023622047244093,2.47244094488189
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler,16,10,1,0.625,6,1,0.375,9321,4946,582.5625,7,4,0.4375,11,5,0.6875,8,3,0.5,518,203,32.375,83,24,5.1875,8113,261,882,2064,1070,22.0,21.0,597,7,24,132,25,15.662162162162161,0.5038610038610039,1.7027027027027026,3.9845559845559846,2.0656370656370657
org.eclipse.jdt.core,org.eclipse.jdt.internal.compiler.ast,108,107,1,0.9907407407407407,1,1,0.009259259259259259,20457,1509,189.41666666666666,2,1,0.018518518518518517,42,20,0.3888888888888889,187,105,1.7314814814814814,1062,41,9.833333333333334,549,107,5.083333333333333,17725,1088,1811,6118,4177,311.0,335.0,372,10,9,140,56,16.69020715630885,1.024482109227872,1.7052730696798493,5.760828625235405,3.933145009416196
